title,rating,num_votes,year
Goosebumps,6.3,70524,2015
White Chicks,5.5,115473,2004
Masters of the Universe,5.4,32829,1987
The Hunger Games: Catching Fire,7.5,565909,2013
Lincoln,7.4,225259,2012
Aladdin,8.0,311359,1992
Moonrise Kingdom,7.8,286064,2012
Nobody's Fool,4.3,1554,2018
The Exorcist,8.0,324796,1973
Enemy of the State,7.3,210674,1998
Unforgiven,8.2,333516,1992
Morgan,5.8,34245,2016
Gangs of New York,7.5,364815,2002
The Miseducation of Cameron Post,6.7,8942,2018
Dirty Grandpa,5.9,97758,2016
John Tucker Must Die,5.8,74659,2006
The Expendables 2,6.6,273921,2012
Jaws,8.0,499129,1975
Excalibur,7.4,52715,1981
Okja,7.3,68120,2017
The Godfather: Part III,7.6,320730,1990
Carol,7.2,97304,2015
Fences,7.2,82920,2016
Hedwig and the Angry Inch,7.8,29055,2001
Gone Are the Days,5.1,498,2018
Mission: Impossible - Ghost Protocol,7.4,420547,2011
Jumanji,6.9,262800,1995
The Secret Life of Pets,6.5,156082,2016
Saw,7.6,346171,2004
Lizzie,5.7,2841,2018
Training Day,7.7,350706,2001
The Bourne Legacy,6.7,264481,2012
Jay and Silent Bob Strike Back,6.9,139556,2001
Before I Fall,6.4,36989,2017
Everest,7.1,177448,2015
Patriots Day,7.4,72896,2016
The Nice Guys,7.4,230789,2016
Pet Sematary,6.6,77600,1989
Robin Hood,6.7,236281,2010
Up,8.3,823130,2009
Ted,6.9,530147,2012
Austin Powers: International Man of Mystery,7.0,203465,1997
The 5th Wave,5.2,88017,2016
Van Helsing,6.1,225416,2004
Batman Forever,5.4,216544,1995
Transformers: Age of Extinction,5.7,279084,2014
Warcraft,6.9,220790,2016
The Natural,7.5,38919,1984
Keeping Up with the Joneses,5.9,49943,2016
To Die For,6.8,39450,1995
Big Daddy,6.4,182077,1999
The Phantom of the Opera,7.3,108356,2004
Papillon,8.0,110682,1973
Tropic Thunder,7.0,346459,2008
She's Out of My League,6.4,115197,2010
Siberia,4.3,7084,2018
Little Miss Sunshine,7.8,403137,2006
Set It Up,6.5,28359,2018
Jack Reacher,7.0,279328,2012
Shrek,7.9,548142,2001
Bone Tomahawk,7.1,65871,2015
Point Break,7.2,134751,1991
You Get Me,4.7,8742,2017
The Graduate,8.0,234311,1967
London Fields,4.5,790,2018
Resident Evil: The Final Chapter,5.6,72125,2016
Scooby-Doo,5.0,85023,2002
Gran Torino,8.1,658383,2008
Fantastic Four,4.3,137341,2015
The Virgin Suicides,7.2,132321,1999
Blood Diamond,8.0,455674,2006
Kids,7.0,66607,1995
Miami Vice,6.0,101909,2006
Jack Reacher: Never Go Back,6.1,117161,2016
Identity,7.3,206021,2003
Batman Returns,7.0,248121,1992
Mulan,7.6,215349,1998
Shot Caller,7.3,54268,2017
Kingdom of Heaven,7.2,246732,2005
Real Steel,7.1,280592,2011
Sixteen Candles,7.1,90767,1984
Mr. Church,7.6,22160,2016
Z for Zachariah,6.0,24647,2015
The Other Guys,6.7,217501,2010
Star Trek Into Darkness,7.7,441117,2013
G.I. Joe: The Rise of Cobra,5.8,189467,2009
The Lost City of Z,6.6,63611,2016
Colonia,7.1,39892,2015
Mud,7.4,154437,2012
The Hunger Games: Mockingjay - Part 2,6.6,243133,2015
Twins,6.0,101307,1988
The Book of Eli,6.9,265982,2010
Scary Movie,6.2,211406,2000
Every Day,6.4,10882,2018
Twelve Monkeys,8.0,532908,1995
Batman & Robin,3.7,214440,1997
Private Life,7.3,7713,2018
L.A. Confidential,8.3,484473,1997
Gone in Sixty Seconds,6.5,242482,2000
Gifted,7.6,78023,2017
The Kindergarten Teacher,6.8,5777,2018
A Bronx Tale,7.8,114128,1993
Monster,7.3,122477,2003
Brave,7.1,329638,2012
CHIPS,6.0,34620,2017
The Giver,6.5,103357,2014
Friday,7.3,88940,1995
Star Wars: Episode VI - Return of the Jedi,8.3,841656,1983
I Know What You Did Last Summer,5.7,121229,1997
The Wedding Singer,6.8,122889,1998
Snowden,7.3,114291,2016
Watership Down,7.7,30147,1978
Varsity Blues,6.5,38591,1999
Waterworld,6.2,163379,1995
Night at the Museum,6.4,280361,2006
"Monsters, Inc.",8.1,720554,2001
RoboCop,7.6,210776,1987
Willow,7.3,91310,1988
Dark Shadows,6.2,225672,2012
The Master,7.1,127677,2012
Walk the Line,7.9,209197,2005
Cruel Intentions,6.8,165739,1999
The Rocky Horror Picture Show,7.4,119985,1975
Hulk,5.7,235923,2003
Amadeus,8.3,329125,1984
Tron,6.8,291988,2010
Star Wars: Episode III - Revenge of the Sith,7.6,626012,2005
National Lampoon's Vacation,7.4,85096,1983
Carrie,7.4,148672,1976
What Still Remains,4.7,1223,2018
RED,7.1,267771,2010
In Time,6.7,341212,2011
The Age of Adaline,7.2,134753,2015
300: Rise of an Empire,6.2,258205,2014
The A-Team,6.8,232503,2010
Death Proof,7.0,239182,2007
Platoon,8.1,345104,1986
The Count of Monte Cristo,7.8,118189,2002
Moon,7.9,306876,2009
Caddyshack,7.3,94679,1980
Million Dollar Baby,8.1,575679,2004
Legally Blonde,6.3,159851,2001
The Last Witch Hunter,6.0,83587,2015
Scream,7.2,256684,1996
District 9,7.9,595828,2009
211,4.4,4067,2018
The Change-Up,6.3,152865,2011
Empire Records,6.7,44318,1995
Super Troopers,7.1,89802,2001
In Bruges,7.9,355576,2008
Source Code,7.5,444338,2011
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,406657,1964
The Monster,5.4,12498,2016
Pirates of the Caribbean: On Stranger Tides,6.6,438786,2011
Sierra Burgess Is a Loser,6.0,22324,2018
Edward Scissorhands,7.9,408230,1990
Sherlock Gnomes,5.1,6847,2018
Exodus: Gods and Kings,6.0,148860,2014
Rain Man,8.0,434341,1988
Cape Fear,7.3,150364,1991
Billy Madison,6.4,119209,1995
The Terminal,7.3,358163,2004
War for the Planet of the Apes,7.5,193254,2017
Contact,7.4,231705,1997
Teen Titans Go! To the Movies,6.8,10340,2018
EuroTrip,6.6,180282,2004
The Big Sick,7.6,99478,2017
Overboard,6.8,46249,1987
The Chronicles of Riddick,6.7,201985,2004
Scouts Guide to the Zombie Apocalypse,6.3,39406,2015
The Fast and the Furious: Tokyo Drift,6.0,214234,2006
A Dog's Purpose,7.0,50072,2017
Little Woods,6.2,127,2018
The Conjuring 2,7.4,186084,2016
Mona Lisa Smile,6.5,70620,2003
Moulin Rouge!,7.6,248700,2001
The Mountain Between Us,6.4,53926,2017
Face/Off,7.3,320471,1997
A Few Good Men,7.7,210771,1992
The Shallows,6.3,103552,2016
Rocky III,6.8,151534,1982
Love & Other Drugs,6.7,164574,2010
Point Break,5.3,52459,2015
Quantum of Solace,6.6,372118,2008
He's Just Not That Into You,6.4,147649,2009
Spy,7.0,210195,2015
The Boondock Saints II: All Saints Day,6.3,57961,2009
Brawl in Cell Block 99,7.1,40447,2017
Murder Party,6.0,7279,2007
Tau,5.7,17933,2018
The Other Woman,6.0,120745,2014
The Founder,7.2,91566,2016
Are We There Yet?,4.6,26256,2005
The Domestics,5.7,4778,2018
Willy Wonka & the Chocolate Factory,7.8,156773,1971
The Bye Bye Man,4.3,16326,2017
The King's Speech,8.0,582567,2010
Canal Street,7.1,52,2018
Hot Summer Nights,6.4,6443,2017
The Game,7.8,308835,1997
A Prayer Before Dawn,6.9,12419,2017
King Kong,7.2,360488,2005
Speed,7.2,296984,1994
The NeverEnding Story,7.4,116564,1984
Malèna,7.5,78175,2000
It Comes at Night,6.2,65566,2017
The Light Between Oceans,7.2,44218,2016
True Crimes,4.7,7344,2016
Beautiful Creatures,6.2,78739,2013
Step Brothers,6.9,242258,2008
Legends of the Fall,7.5,130259,1994
Men in Black,7.3,466110,1997
Lone Survivor,7.5,242104,2013
Winchester,5.4,21646,2018
Juno,7.5,459808,2007
3:10 to Yuma,7.7,266038,2007
Kindergarten Cop,6.1,122900,1990
Gremlins,7.2,173860,1984
The Return of the Living Dead,7.4,47703,1985
G.I. Joe: Retaliation,5.8,163945,2013
Heathers,7.3,75721,1988
The Longest Yard,6.4,148026,2005
Slumdog Millionaire,8.0,734423,2008
Rings,4.5,32917,2017
Annabelle: Creation,6.5,84558,2017
Taken 3,6.0,161480,2014
Anchorman: The Legend of Ron Burgundy,7.2,303572,2004
Saving Mr. Banks,7.5,136850,2013
1922,6.3,32816,2017
Wrath of the Titans,5.7,169749,2012
The Boondock Saints,7.8,214894,1999
The Car: Road to Revenge,4.4,126,2019
Geostorm,5.3,73896,2017
Blade,7.1,221776,1998
Independence Day: Resurgence,5.2,151586,2016
Artificial Intelligence: AI,7.1,270661,2001
The Mighty Ducks,6.5,51840,1992
"My Teacher, My Obsession",4.4,1162,2018
Mississippi Burning,7.8,77085,1988
Good Time,7.3,48246,2017
Cowboys & Aliens,6.0,193257,2011
Little Nicky,5.3,90094,2000
Striptease,4.4,39340,1996
Big Trouble in Little China,7.3,110456,1986
War of the Worlds,6.5,380932,2005
Shrek 2,7.2,371358,2004
It's a Wonderful Life,8.6,348059,1946
Did You Hear About the Morgans?,4.8,33896,2009
Gilda,7.7,24267,1946
Nine to Five,6.8,24095,1980
The Open House,3.3,23061,2018
Night at the Museum: Secret of the Tomb,6.2,89510,2014
War Dogs,7.1,148185,2016
Not Another Teen Movie,5.7,89051,2001
Ace Ventura: Pet Detective,6.9,250150,1994
Jane Eyre,7.4,73497,2011
The Hunchback of Notre Dame,6.9,123967,1996
The Bone Collector,6.7,139007,1999
Weird Science,6.6,70773,1985
"Definitely, Maybe",7.2,143854,2008
The Others,7.6,308739,2001
The Hurricane Heist,5.0,13772,2018
Rent,7.0,45775,2005
Enchanted,7.1,162763,2007
Walking Tall,6.3,64315,2004
National Lampoon's Christmas Vacation,7.6,132410,1989
The Hitchhiker's Guide to the Galaxy,6.8,175248,2005
Jason X,4.4,45595,2001
Mary Shelley,6.4,6568,2017
Rocky Balboa,7.2,186231,2006
Pirates of the Caribbean: Dead Man's Chest,7.3,602710,2006
Mortal Kombat,5.8,92145,1995
Enter the Dragon,7.7,87177,1973
Bad Moms,6.2,97830,2016
Sin City: A Dame to Kill For,6.5,137468,2014
WarGames,7.1,81950,1983
Superman,7.3,145185,1978
Furious 6,7.1,341602,2013
Pineapple Express,7.0,288068,2008
Daddy's Home Two,6.0,45199,2017
Gringo,6.1,19029,2018
Maze Runner: The Scorch Trials,6.3,195409,2015
Behind Enemy Lines,6.4,93825,2001
Predators,6.4,196417,2010
The Ridiculous 6,4.8,37401,2015
Minority Report,7.7,461482,2002
Public Enemies,7.0,257709,2009
Midnight in Paris,7.7,350099,2011
Friends with Benefits,6.6,311804,2011
The Clovehitch Killer,6.6,5353,2018
Perfect,4.3,4061,1985
Mr. Nobody,7.8,192730,2009
Riddick,6.4,142605,2013
Hercules,7.3,176960,1997
Carlito's Way,7.9,182832,1993
Self/less,6.5,78957,2015
Natural Born Killers,7.3,196773,1994
Mike and Dave Need Wedding Dates,6.0,72566,2016
Napoleon Dynamite,6.9,181312,2004
Showgirls,4.7,56421,1995
Body of Lies,7.1,196474,2008
Underworld,7.0,236172,2003
Cheaper by the Dozen 2,5.5,49468,2005
Dances with Wolves,8.0,216203,1990
Crimson Peak,6.5,116679,2015
Sense and Sensibility,7.7,90198,1995
Last Action Hero,6.3,122442,1993
City of Lies,7.1,252,2018
Sex Tape,5.1,98535,2014
Jerry Maguire,7.3,218650,1996
Bully,7.0,32050,2001
Labyrinth,7.4,110774,1986
Van Wilder,6.4,97402,2002
(500) Days of Summer,7.7,433623,2009
The Dictator,6.4,246238,2012
The Pursuit of Happyness,8.0,397509,2006
Legion,5.2,90719,2010
Eight Legged Freaks,5.4,48913,2002
Mission: Impossible III,6.9,300618,2006
Insidious: The Last Key,5.7,38633,2018
The Holiday,6.9,216814,2006
Men in Black 3,6.8,302569,2012
Breakfast at Tiffany's,7.7,148550,1961
Leatherface,5.0,15424,2017
Cars 3,6.8,54918,2017
The Wolverine,6.7,391786,2013
Lolita,7.6,80950,1962
Liar Liar,6.9,254324,1997
Midnight Sun,6.6,13503,2018
WALL·E,8.4,883206,2008
Criminal,6.3,50168,2016
Pitch Perfect 2,6.4,127390,2015
X-Men: The Last Stand,6.7,442743,2006
The Chronicles of Narnia: Prince Caspian,6.5,175184,2008
Brazil,8.0,172596,1985
Live Free or Die Hard,7.1,367162,2007
A Walk to Remember,7.4,185414,2002
Wedding Crashers,7.0,309971,2005
The Warriors,7.7,83889,1979
The Last of the Mohicans,7.8,133513,1992
A Star Is Born,7.8,13361,1954
Locke,7.1,117705,2013
Beauty and the Beast,8.0,380317,1991
17 Again,6.4,164175,2009
Jack Ryan: Shadow Recruit,6.2,112900,2014
Prince of Persia: The Sands of Time,6.6,250484,2010
Escape Plan,6.7,207982,2013
Collateral,7.5,330922,2004
Free State of Jones,6.9,43144,2016
October Sky,7.8,73834,1999
The Little Rascals,6.3,39140,1994
Flash Gordon,6.5,44770,1980
The Voices,6.4,47100,2014
When We First Met,6.4,31716,2018
Tusk,5.3,39843,2014
Kick-Ass 2,6.6,233733,2013
True Lies,7.2,215968,1994
The Glass Castle,7.2,21449,2017
Groundhog Day,8.0,530134,1993
A Nightmare on Elm Street,7.5,180949,1984
The Parent Trap,6.5,106061,1998
Empire of the Sun,7.8,103901,1987
The Last Samurai,7.7,363857,2003
A Bug's Life,7.2,242905,1998
Home Again,5.8,21220,2017
Fantastic Mr. Fox,7.8,172735,2009
Doctor Zhivago,8.0,63295,1965
Pride and Prejudice and Zombies,5.8,44591,2016
San Andreas,6.1,187707,2015
Smokey and the Bandit,6.9,40072,1977
Madeline's Madeline,6.5,1767,2018
Notting Hill,7.1,239448,1999
Inside Man,7.6,309152,2006
I Spit on Your Grave,6.3,66982,2010
Inside Llewyn Davis,7.5,120937,2013
The Patriot,7.2,233718,2000
Beirut,6.4,13128,2018
A Nightmare on Elm Street,5.2,84342,2010
Cheaper by the Dozen,5.9,85518,2003
Teenage Mutant Ninja Turtles: Out of the Shadows,6.0,75341,2016
The Lost Boys,7.3,109143,1987
The Pages,4.7,180,2018
The Bourne Identity,7.9,467798,2002
Ocean's Thirteen,6.9,292774,2007
Movie 43,4.3,90779,2013
The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,126253,2010
The Strangers: Prey at Night,5.2,19474,2018
The World's End,7.0,227520,2013
Raging Bull,8.2,281708,1980
Glass,8.3,82,2016
Star Wars: Episode II - Attack of the Clones,6.6,561545,2002
In the Heart of the Sea,6.9,106079,2015
Role Models,6.9,209467,2008
Legend,6.5,53859,1985
D2: The Mighty Ducks,6.0,32451,1994
Monster-in-Law,5.5,51022,2005
Bad Boys II,6.6,203072,2003
I Still See You,5.7,3524,2018
Magic Mike,6.1,122088,2012
The Blue Lagoon,5.7,57372,1980
The World Is Not Enough,6.4,173523,1999
Rocky V,5.2,112437,1990
Citizen Kane,8.4,356063,1941
Krystal,5.3,612,2017
Killers,5.4,81124,2010
The Blues Brothers,7.9,164347,1980
The Fly,7.1,18489,1958
What Women Want,6.4,177822,2000
Chinatown,8.2,260553,1974
Gattaca,7.8,255398,1997
"Roman J. Israel, Esq.",6.4,21607,2017
The Boss Baby,6.3,88753,2017
Pan,5.8,54826,2015
Secretary,7.0,76283,2002
Revolutionary Road,7.3,174708,2008
Pirates of the Caribbean: At World's End,7.1,546907,2007
Being John Malkovich,7.8,284980,1999
Chicago,7.2,197783,2002
Hot Tub Time Machine,6.4,152184,2010
The Hurt Locker,7.6,385286,2008
The Da Vinci Code,6.6,365472,2006
Philadelphia,7.7,203039,1993
Disaster Movie,1.9,81680,2008
Her Smell,6.2,218,2018
Lara Croft: Tomb Raider,5.8,182556,2001
American Graffiti,7.5,73319,1973
Friday Night Lights,7.3,53425,2004
Alpha Dog,6.9,94351,2006
Scent of a Woman,8.0,227300,1992
Leviathan,5.8,15848,1989
"O Brother, Where Art Thou?",7.8,260111,2000
The Twilight Saga: Breaking Dawn - Part 1,4.9,204707,2011
Immortals,6.0,151215,2011
The Hunger Games: Mockingjay - Part 1,6.7,370168,2014
The Christmas Chronicles,7.1,33550,2018
Sausage Party,6.2,154835,2016
The Spectacular Now,7.1,130855,2013
Suburbicon,5.6,29360,2017
The Secret Life of Walter Mitty,7.3,271403,2013
Teenage Mutant Ninja Turtles,6.8,77147,1990
The Waterboy,6.1,135322,1998
The Children Act,6.7,5362,2017
Gangster Squad,6.7,192932,2013
Robin Hood: Prince of Thieves,6.9,163574,1991
Punisher: War Zone,6.0,56316,2008
Con Air,6.8,253183,1997
Mission: Impossible II,6.1,285288,2000
Finding Dory,7.3,206380,2016
Transformers: Dark of the Moon,6.3,361487,2011
Assassin's Creed,5.8,161708,2016
Fatal Attraction,6.9,65674,1987
Back to the Future Part II,7.8,414305,1989
Mrs. Doubtfire,7.0,214962,1993
Close Encounters of the Third Kind,7.7,164263,1977
Collateral Beauty,6.8,75484,2016
Girls Trip,6.2,27901,2017
Paul,7.0,217126,2011
This Is 40,6.2,117180,2012
Monster's Ball,7.1,77797,2001
Pretty in Pink,6.8,65762,1986
Orphan,7.0,171897,2009
How the Grinch Stole Christmas,6.1,180308,2000
Jennifer's Body,5.2,104782,2009
We Need to Talk About Kevin,7.5,120580,2011
Secretariat,7.2,24017,2010
Life of Pi,7.9,522677,2012
Fahrenheit 451,4.9,13101,2018
Detroit,7.4,37974,2017
Meet Joe Black,7.2,191711,1998
Blue Velvet,7.8,159079,1986
Annie,6.5,35761,1982
Daredevil,5.3,195168,2003
Kill Bill: Vol. 2,8.0,599817,2004
An American Crime,7.4,29192,2007
The Princess Switch,6.0,11985,2018
The Adjustment Bureau,7.1,224366,2011
Hostel,5.9,156435,2005
The Beguiled,6.3,40531,2017
The Book of Henry,6.6,17983,2017
Little Women,7.3,5579,1949
Swiss Army Man,7.0,87242,2016
Newness,6.4,8184,2017
"Girl, Interrupted",7.4,144445,1999
Rough Night,5.2,36947,2017
Escape from New York,7.2,109791,1981
The Princess Diaries,6.3,113697,2001
Police Academy,6.7,101469,1984
The Matrix Revolutions,6.7,408286,2003
The Scorpion King,5.5,120633,2002
The Last Picture Show,8.1,36940,1971
Mudbound,7.4,31700,2017
Fast & Furious,6.6,237810,2009
RocknRolla,7.3,216964,2008
Chappie,6.8,209846,2015
The Magnificent Seven,7.8,79422,1960
Shark Tale,6.0,151556,2004
Queen of the Damned,5.3,49091,2002
The Mortal Instruments: City of Bones,5.9,120071,2013
Yes Man,6.8,305971,2008
Rear Window,8.5,388722,1954
Deliverance,7.7,89511,1972
Allegiant,5.7,91375,2016
Unfriended: Dark Web,5.8,10419,2018
Wild Things,6.5,99835,1998
Ibiza,5.2,11468,2018
Death Note,4.5,64210,2017
Spaceballs,7.1,156065,1987
The Lorax,6.4,88604,2012
Cloverfield,7.0,345941,2008
The Talented Mr. Ripley,7.4,158664,1999
A Good Day to Die Hard,5.3,185750,2013
Rocky II,7.2,167592,1979
The Italian Job,7.0,317830,2003
Get Hard,6.0,108533,2015
Forgetting Sarah Marshall,7.2,244075,2008
The Finest Hours,6.8,54737,2016
Conan the Barbarian,6.9,126317,1982
A Time to Kill,7.4,116981,1996
Black Mass,6.9,153059,2015
Teenage Mutant Ninja Turtles,5.8,190228,2014
Burn After Reading,7.0,282748,2008
Vertigo,8.3,312088,1958
The Fall of the Roman Empire,6.7,7277,1964
Swingers,7.3,70090,1996
One Day,7.0,125599,2011
X2,7.5,470988,2003
40 Days and 40 Nights,5.6,66709,2002
The Duchess,6.9,71353,2008
The Hunt for Red October,7.6,161802,1990
Non-Stop,7.0,230850,2014
A Bad Moms Christmas,5.5,30967,2017
Bad Teacher,5.7,178498,2011
Knowing,6.2,206355,2009
The Twilight Saga: Eclipse,5.0,207821,2010
Misery,7.8,160410,1990
Thousands Cheer,6.4,856,1943
Hairspray,6.7,110821,2007
Bridge of Spies,7.6,257064,2015
Dredd,7.1,231251,2012
Man on Fire,7.7,302559,2004
Straight Outta Compton,7.9,162037,2015
First Blood,7.7,198281,1982
Ghosts of Girlfriends Past,5.8,76386,2009
Tears of the Sun,6.6,105091,2003
The English Patient,7.4,163197,1996
The Evil Dead,7.5,166553,1981
To Kill a Mockingbird,8.3,265800,1962
Dumb and Dumber,7.3,324121,1994
Pixels,5.6,117132,2015
The Wrestler,7.9,274709,2008
The Haunting,7.6,30784,1963
Terrifier,5.6,7275,2016
Demolition Man,6.6,142613,1993
John Carter,6.6,235743,2012
Vanilla Sky,6.9,231172,2001
Bridge to Terabithia,7.2,129010,2007
Sleepless in Seattle,6.8,142284,1993
The Fly,7.5,141496,1986
The Last House on the Left,6.6,78094,2009
In Darkness,5.7,8407,2018
How to Be Single,6.1,72209,2016
Sunshine,7.3,216663,2007
Captain Phillips,7.8,380140,2013
Vicky Cristina Barcelona,7.1,224520,2008
The Handmaid's Tale,6.0,7385,1990
El Dorado,7.6,21148,1967
Hansel & Gretel: Witch Hunters,6.1,180158,2013
As Good as It Gets,7.7,249857,1997
A Ghost Story,6.8,43681,2017
Insurgent,6.2,194984,2015
HHhH,6.4,10075,2017
The Sting,8.3,214477,1973
Jackie Brown,7.5,275395,1997
Journey 2: The Mysterious Island,5.8,81595,2012
London Has Fallen,5.9,121289,2016
Toy Story 2,7.9,457157,1999
Cold Mountain,7.2,130471,2003
Black Water,4.7,2550,2018
Salt,6.4,273820,2010
I Kill Giants,6.2,21623,2017
Resident Evil,6.7,228111,2002
Rambo: First Blood Part II,6.4,135445,1985
Magnolia,8.0,266457,1999
The Lost World: Jurassic Park,6.5,336212,1997
The Uninvited,6.4,70702,2009
GoldenEye,7.2,219833,1995
The Wild Bunch,8.0,70845,1969
Can't Hardly Wait,6.5,41471,1998
Angels & Demons,6.7,247896,2009
Moneyball,7.6,320365,2011
Fallen,7.0,67408,1998
The Hangover Part II,6.5,425264,2011
The Tourist,6.0,203235,2010
Bruce Almighty,6.7,340190,2003
Butch Cassidy and the Sundance Kid,8.1,183613,1969
Field of Dreams,7.5,98085,1989
Thoroughly Modern Millie,7.0,5319,1967
Live by Night,6.4,45633,2016
50 First Dates,6.8,299070,2004
Fast Five,7.3,324732,2011
Marauders,5.5,16060,2016
War Machine,6.0,33142,2017
The Stepfather,5.6,27279,2009
Superman Returns,6.1,258168,2006
Interview with the Vampire: The Vampire Chronicles,7.6,270096,1994
Transformers: Revenge of the Fallen,6.0,359996,2009
The Devil's Advocate,7.5,296606,1997
The Catcher Was a Spy,6.1,3567,2018
22 Jump Street,7.0,312632,2014
Dawn of the Dead,7.3,217421,2004
Some Like It Hot,8.2,214962,1959
Horrible Bosses 2,6.3,141069,2014
Despicable Me,7.7,454382,2010
Fear and Loathing in Las Vegas,7.7,238840,1998
They Live,7.3,93468,1988
RoboCop,6.2,202976,2014
Barry Lyndon,8.1,129067,1975
Wayne's World,7.0,129813,1992
Clue,7.3,67663,1985
Why Him?,6.2,86843,2016
I Am Number Four,6.1,215007,2011
Wildling,5.5,7268,2018
The Twilight Saga: New Moon,4.7,244741,2009
National Treasure,6.9,281620,2004
Mechanic: Resurrection,5.7,64829,2016
The Black Dahlia,5.6,67740,2006
End of Watch,7.6,208116,2012
"Hail, Caesar!",6.3,108605,2016
The Three Musketeers,6.4,46126,1993
Unfaithful,6.7,72325,2002
Spectral,6.3,40986,2016
All the President's Men,8.0,89756,1976
"I, Robot",7.1,454790,2004
Tomorrow Never Dies,6.5,166010,1997
The Last Song,5.9,72793,2010
You Don't Mess with the Zohan,5.5,174706,2008
The Best of Me,6.7,57943,2014
The Boy,6.0,66542,2016
Sweeney Todd: The Demon Barber of Fleet Street,7.4,317682,2007
Avouterie,5.2,1352,2015
Alice Through the Looking Glass,6.2,76464,2016
Leap Year,6.5,84311,2010
The Bourne Ultimatum,8.0,574264,2007
Savages,6.5,114238,2012
Bill & Ted's Excellent Adventure,6.9,97461,1989
Evil Dead,6.5,144272,2013
Erin Brockovich,7.3,155698,2000
Dragonball Evolution,2.6,64793,2009
The House Bunny,5.5,72452,2008
Fist Fight,5.6,33346,2017
Devil,6.2,120360,2010
I Now Pronounce You Chuck & Larry,6.0,131798,2007
Coyote Ugly,5.7,99617,2000
Midnight Cowboy,7.9,88484,1969
Out of the Past,8.1,28402,1947
Before Sunrise,8.1,232098,1995
Despicable Me 3,6.3,86161,2017
Ocean's Twelve,6.5,326122,2004
1408,6.8,238477,2007
The Tale,7.3,8618,2018
Sex and the City,5.6,108754,2008
The Descendants,7.3,221565,2011
Beverly Hills Cop,7.3,146269,1984
Romeo Must Die,6.1,62541,2000
La montaña sagrada,7.9,30532,1973
Blow,7.6,220831,2001
Lethal Weapon,7.6,216317,1987
Big,7.3,175127,1988
